github_url,file_path,signature,static_match
github.com/i-Eval/ieval-instruction,src/transformers/tests/pipelines/test_pipelines_visual_question_answering.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,hf-internal-testing/tiny-vilt-random-vqa;hf-internal-testing/tiny-vilt-random-vqa;dandelin/vilt-b32-finetuned-vqa
github.com/SJTU-LIT/PEM_composition,tests/pipelines/test_pipelines_text_generation.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-ctrl;sshleifer/tiny-ctrl;hf-internal-testing/tiny-random-bloom;hf-internal-testing/tiny-random-bloom;hf-internal-testing/tiny-random-bloom
github.com/NorskRegnesentral/skweak,examples/sentiment/sentiment_models.py,transformers.pipeline,nlptown/bert-base-multilingual-uncased-sentiment
github.com/salesforce/CodeRL,transformers/tests/test_pipelines_automatic_speech_recognition.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,facebook/s2t-small-mustc-en-fr-st;facebook/s2t-small-mustc-en-fr-st;patrickvonplaten/wav2vec2-large-xlsr-53-spanish-with-lm;patrickvonplaten/tiny-wav2vec2-no-tokenizer;facebook/wav2vec2-base-960h;facebook/wav2vec2-base-960h;facebook/s2t-wav2vec2-large-en-de;facebook/wav2vec2-xls-r-1b-21-to-en;facebook/wav2vec2-xls-r-1b-en-to-15;patrickvonplaten/wav2vec2-2-bart-base;hf-internal-testing/tiny-random-wav2vec2;hf-internal-testing/processor_with_lm;hf-internal-testing/processor_with_lm;patrickvonplaten/wav2vec2-base-100h-with-lm
github.com/claws-lab/multimodal-robustness,baselines/gpt/generate_text.py,transformers.pipeline,gpt2
github.com/gorokoba560/norm-analysis-of-transformer,emnlp2021/transformers/tests/test_modeling_bart.py,transformers.pipeline;transformers.pipeline,facebook/bart-base;facebook/bart-large
github.com/FMInference/FlexGen,benchmark/third_party/transformers/tests/pipelines/test_pipelines_fill_mask.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base;hf-internal-testing/tiny-random-distilbert;distilroberta-base;distilroberta-base;sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base
github.com/li-aolong/TemplateGEC,transformers/tests/test_pipelines_image_classification.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline,lysandre/tiny-vit-random
github.com/gmongaras/AI_Girlfriend,Girlfriend_Obj.py,transformers.pipeline;transformers.pipeline,gmongaras/gpt-anime-sub-1.3B;EleutherAI/gpt-neo-1.3B
github.com/thnkinbtfly/FAD-X,tests/pipelines/test_pipelines_zero_shot_image_classification.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,hf-internal-testing/tiny-random-clip-zero-shot-image-classification;hf-internal-testing/tiny-random-clip-zero-shot-image-classification;openai/clip-vit-base-patch32;openai/clip-vit-base-patch32
github.com/rupeshs/diffusionmagic,src/backend/controlnet/controls/normal_control.py,transformers.pipeline,Intel/dpt-hybrid-midas
github.com/LuoUndergradXJTU/TwiBot-22,src/THAVASIMANI/GA_Bot/Dataset.py,transformers.pipeline;transformers.pipeline,distilroberta-base;distilroberta-base;roberta-base;roberta-base
github.com/nitrosocke/diffusers-webui,app.py,transformers.pipeline,gpt2
github.com/groq/mlagility,models/popular_on_huggingface/nickprock_xlm-roberta-base-banking77-classification.py,transformers.pipeline,nickprock/xlm-roberta-base-banking77-classification
github.com/wxjiao/ParroT,transformers/tests/pipelines/test_pipelines_zero_shot_object_detection.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,hf-internal-testing/tiny-random-owlvit-object-detection;hf-internal-testing/tiny-random-owlvit-object-detection
github.com/lisasiyu/Cross-Align,tests/test_pipelines_image_classification.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,lysandre/tiny-vit-random;deepmind/vision-perceiver-conv;deepmind/vision-perceiver-fourier;deepmind/vision-perceiver-learned
github.com/agiresearch/OpenAGI,benchmark_tasks/data/data_augmentation.py,transformers.pipeline,t5-large
github.com/mukhal/grace,transformers/tests/pipelines/test_pipelines_image_classification.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,hf-internal-testing/tiny-random-vit;deepmind/vision-perceiver-conv;deepmind/vision-perceiver-fourier;deepmind/vision-perceiver-learned
github.com/SJTU-LIT/PEM_composition,tests/pipelines/test_pipelines_summarization.py,transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-mbart;sshleifer/tiny-mbart
github.com/MikeGu721/EasyLLM,installs/transformers-install/tests/pipelines/test_pipelines_fill_mask.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base;hf-internal-testing/tiny-random-distilbert;distilroberta-base;distilroberta-base;sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base
github.com/qcwthu/Lifelong-Fewshot-Language-Learning,transformers/tests/test_pipelines_token_classification.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,dslim/bert-base-NER
github.com/chaoyi-wu/finetune_llama,Python_Package/transformers-main/tests/pipelines/test_pipelines_document_question_answering.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,hf-internal-testing/tiny-random-layoutlmv2;tiennvcs/layoutlmv2-base-uncased-finetuned-docvqa;tiennvcs/layoutlmv2-base-uncased-finetuned-docvqa;impira/layoutlm-document-qa;impira/layoutlm-document-qa;naver-clova-ix/donut-base-finetuned-docvqa
github.com/karand120497/glaze,image2text_function.py,transformers.pipeline,nlpconnect/vit-gpt2-image-captioning
github.com/bangawayoo/nlp-watermarking,preliminary/compare_mask_by_parser.py,transformers.pipeline;transformers.pipeline,bert-base-cased;roberta-large-mnli
github.com/cedrickchee/transformers-llama,tests/pipelines/test_pipelines_zero_shot.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-distilbert-base-cased-distilled-squad;sshleifer/tiny-distilbert-base-cased-distilled-squad;sshleifer/tiny-distilbert-base-cased-distilled-squad;roberta-large-mnli;roberta-large-mnli
github.com/HKUNLP/icl-selective-annotation,transformers/tests/pipelines/test_pipelines_automatic_speech_recognition.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,facebook/s2t-small-mustc-en-fr-st;facebook/s2t-small-mustc-en-fr-st;patrickvonplaten/wav2vec2-large-xlsr-53-spanish-with-lm;patrickvonplaten/tiny-wav2vec2-no-tokenizer;facebook/wav2vec2-base-960h;facebook/wav2vec2-base-960h;facebook/s2t-wav2vec2-large-en-de;facebook/wav2vec2-xls-r-1b-21-to-en;facebook/wav2vec2-xls-r-1b-en-to-15;patrickvonplaten/wav2vec2-2-bart-base;hf-internal-testing/tiny-random-wav2vec2;hf-internal-testing/tiny-random-wav2vec2;hf-internal-testing/processor_with_lm;hf-internal-testing/processor_with_lm;patrickvonplaten/wav2vec2-base-100h-with-lm;hf-internal-testing/tiny-random-wav2vec2
github.com/amazon-science/masked-diffusion-lm,transformers/tests/test_pipelines_feature_extraction.py,transformers.pipeline;transformers.pipeline,hf-internal-testing/tiny-random-distilbert;hf-internal-testing/tiny-random-distilbert
github.com/minaek/reward_design_with_llms,negotiation/utils/dialog.py,transformers.pipeline,gpt2
github.com/huggingface/transformers,tests/pipelines/test_pipelines_zero_shot_object_detection.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,hf-internal-testing/tiny-random-owlvit-object-detection;hf-internal-testing/tiny-random-owlvit-object-detection
github.com/varunnair18/FISH,transformers/tests/test_modeling_bart.py,transformers.pipeline;transformers.pipeline,facebook/bart-base;facebook/bart-large
github.com/FMInference/H2O,h2o_flexgen/benchmark/third_party/transformers/tests/pipelines/test_pipelines_fill_mask.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base;hf-internal-testing/tiny-random-distilbert;distilroberta-base;distilroberta-base;sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base
github.com/microsoft/LoRA,examples/NLU/tests/test_pipelines_ner.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,dslim/bert-base-NER
github.com/groq/mlagility,models/popular_on_huggingface/albert-large-v1.py,transformers.pipeline,albert-large-v1
github.com/michalbaldyga/personality-type-prediction,backend/test.py,transformers.pipeline,distilbert-base-uncased
github.com/bigcode-project/transformers,tests/models/bart/test_modeling_bart.py,transformers.pipeline;transformers.pipeline,facebook/bart-base;facebook/bart-large
github.com/CarperAI/cheese,examples/docs_example.py,transformers.pipeline,nlptown/bert-base-multilingual-uncased-sentiment
github.com/wxjiao/ParroT,transformers/tests/pipelines/test_pipelines_zero_shot_image_classification.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,hf-internal-testing/tiny-random-clip-zero-shot-image-classification;hf-internal-testing/tiny-random-clip-zero-shot-image-classification;openai/clip-vit-base-patch32;openai/clip-vit-base-patch32
github.com/WorkInTheDark/FairytaleQA_Baseline,transformers/tests/test_pipelines.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,roberta-large-mnli;roberta-large-mnli
github.com/Axlfc/UE5-python,Content/Python/chatBot/emotion.py,transformers.pipeline,j-hartmann/emotion-english-distilroberta-base
github.com/ChunhuaLiu596/WAX,explanation_generation/data_augmentation/fill_in_concept.py,transformers.pipeline,bert-large-uncased
github.com/hwang595/Cuttlefish,transformers/tests/pipelines/test_pipelines_automatic_speech_recognition.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,facebook/s2t-small-mustc-en-fr-st;facebook/s2t-small-mustc-en-fr-st;patrickvonplaten/wav2vec2-large-xlsr-53-spanish-with-lm;patrickvonplaten/tiny-wav2vec2-no-tokenizer;facebook/wav2vec2-base-960h;facebook/wav2vec2-base-960h;facebook/s2t-wav2vec2-large-en-de;facebook/wav2vec2-xls-r-1b-21-to-en;facebook/wav2vec2-xls-r-1b-en-to-15;patrickvonplaten/wav2vec2-2-bart-base;hf-internal-testing/tiny-random-wav2vec2;hf-internal-testing/tiny-random-wav2vec2;hf-internal-testing/processor_with_lm;hf-internal-testing/processor_with_lm;patrickvonplaten/wav2vec2-base-100h-with-lm;hf-internal-testing/tiny-random-wav2vec2
github.com/huggingface/transformers,tests/models/sam/test_modeling_sam.py,transformers.pipeline,facebook/sam-vit-base
github.com/kbressem/medAlpaca,demo/app.py,transformers.pipeline;transformers.pipeline,distilgpt2;distilgpt2
github.com/feradauto/MoralCoT,models/baselines/other_lm/00_baseline_bert_large.py,transformers.pipeline,bert-large-uncased
github.com/LAION-AI/Open-Instruction-Generalist,OIG/src/poetry.py,transformers.pipeline,nickwong64/bert-base-uncased-poems-sentiment
github.com/cambridgeltl/autopeft,adapter-transformers-adapters3.1.0/tests/pipelines/test_pipelines_table_question_answering.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,google/tapas-base-finetuned-sqa;google/tapas-base-finetuned-sqa
github.com/groq/mlagility,models/popular_on_huggingface/deutsche-telekom_electra-base-de-squad2.py,transformers.pipeline,deutsche-telekom/electra-base-de-squad2;deutsche-telekom/electra-base-de-squad2
github.com/modal-labs/modal-examples,06_gpu_and_ml/batch_inference/batch_inference_using_huggingface.py,transformers.pipeline,distilbert-base-uncased-finetuned-sst-2-english
github.com/anyscale/academy,ray-serve/e2e/deploy-cloud-run/deploy.py,transformers.pipeline,t5-small
github.com/chiahsuan156/DST-as-Prompting,transformers/tests/test_pipelines_summarization.py,transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-mbart;sshleifer/tiny-mbart
github.com/Ascend/ModelZoo-PyTorch,PyTorch/built-in/nlp/Bert-text-classification_for_PyTorch/transformers/tests/pipelines/test_pipelines_summarization.py,transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-mbart;sshleifer/tiny-mbart
github.com/mukhal/grace,transformers/tests/pipelines/test_pipelines_visual_question_answering.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,hf-internal-testing/tiny-vilt-random-vqa;hf-internal-testing/tiny-vilt-random-vqa;dandelin/vilt-b32-finetuned-vqa
github.com/MikeGu721/EasyLLM,installs/transformers-install/tests/models/bart/test_modeling_bart.py,transformers.pipeline;transformers.pipeline,facebook/bart-base;facebook/bart-large
github.com/groq/mlagility,models/popular_on_huggingface/CAMeL-Lab_bert-base-arabic-camelbert-mix.py,transformers.pipeline,CAMeL-Lab/bert-base-arabic-camelbert-mix
github.com/awsm-research/VulRepair,M8_VRepair_subword/transformers/tests/pipelines/test_pipelines_feature_extraction.py,transformers.pipeline;transformers.pipeline,hf-internal-testing/tiny-random-distilbert;hf-internal-testing/tiny-random-distilbert
github.com/Adapter-Hub/adapter-transformers,tests/pipelines/test_pipelines_fill_mask.py,transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline;transformers.pipeline,sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base;hf-internal-testing/tiny-random-distilbert;distilroberta-base;distilroberta-base;sshleifer/tiny-distilroberta-base;sshleifer/tiny-distilroberta-base
github.com/Rubiksman78/MonikA.I,text_emotion.py,transformers.pipeline,michellejieli/emotion_text_classifier
github.com/FUZHIYI/TACO,transformers-master/tests/test_pipelines_table_question_answering.py,transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline;transformers.pipelines.pipeline,lysandre/tiny-tapas-random-wtq;lysandre/tiny-tapas-random-wtq;lysandre/tiny-tapas-random-wtq;lysandre/tiny-tapas-random-wtq;lysandre/tiny-tapas-random-wtq;lysandre/tiny-tapas-random-wtq;lysandre/tiny-tapas-random-sqa;lysandre/tiny-tapas-random-sqa;google/tapas-base-finetuned-sqa;google/tapas-base-finetuned-sqa
